86	0	2419	1	1095984059
30	0	11311	1	1095986277
11301	1	30	0	1095986477
11301	1	30	0	1095986494
11441	1	30	0	1095987386
30	0	11412	1	1095988348
30	0	11443	1	1095989201
30	0	11301	1	1095990039
30	0	11301	1	1095990060
30	0	11301	1	1095990082
19	0	8851	1	1095990158
30	0	11432	1	1095990373
11301	1	30	0	1095990529
60	0	20319	1	1095990562
32	0	12639	1	1095990659
11432	1	30	0	1095990731
30	0	11301	1	1095990809
43	0	15822	1	1095991302
44	0	15962	1	1095991710
44	0	15962	1	1095992048
86	0	25988	1	1095992120
56	0	107	1	1095992326
66	0	21680	1	1095992526
11301	1	30	0	1095992893
19	0	8843	1	1095993327
11301	1	30	0	1095993785
8	0	8	0	1095994078
56	0	107	1	1095994978
56	0	107	1	1095995009
30	0	11301	1	1095995324
30	0	11301	1	1095995675
30	0	11301	1	1095995708
73	0	23684	1	1095996176
30	0	11301	1	1095996187
11301	1	30	0	1095996871
33	0	12976	1	1095997778
33	0	4593	1	1095997806
67	0	22354	1	1095998518
67	0	21962	1	1095998822
56	0	19183	1	1095999632
47	0	17186	1	1096001386
44	0	15952	1	1096001757
47	0	17183	1	1096002306
42	0	13617	1	1096002382
32	0	12640	1	1096003100
47	0	17178	1	1096003359
32	0	12634	1	1096003443
33	0	12976	1	1096003858
39	0	14086	1	1096004782
22355	1	67	0	1096004952
33	0	12976	1	1096005492
33	0	12976	1	1096005518
47	0	17183	1	1096005551
47	0	17183	1	1096006382
47	0	17183	1	1096006514
33	0	12978	1	1096006979
12978	1	33	0	1096007626
82	0	1311	1	1096007684
8	0	8	0	1096008667
7	0	2991	1	1096009077
8174	1	17	0	1096009114
2878	1	7	0	1096009488
5	0	2567	1	1096009824
6	0	107	1	1096010217
31	0	11686	1	1096010310
17756	1	52	0	1096010434
7	0	2878	1	1096010467
47	0	17178	1	1096010562
9856	1	25	0	1096011643
11139	1	29	0	1096011825
6	0	2642	1	1096012047
11686	1	31	0	1096012296
31	0	11686	1	1096012444
18573	1	55	0	1096012539
14	0	4593	1	1096012689
14	0	4732	1	1096012754
8	0	8	0	1096012963
14	0	4593	1	1096013021
14	0	4732	1	1096013060
14	0	4732	1	1096013156
4732	1	14	0	1096013238
2878	1	7	0	1096013939
4594	1	14	0	1096013968
3039	1	7	0	1096014232
12976	1	33	0	1096014341
52	0	17774	1	1096014384
33	0	12978	1	1096014762
82	0	25156	1	1096014805
33	0	4593	1	1096014816
43	0	15570	1	1096014922
28	0	107	1	1096015013
41	0	214	1	1096015159
42	0	15518	1	1096015161
42	0	107	1	1096015320
44	0	15951	1	1096015554
62	0	21019	1	1096015671
42	0	2962	1	1096015732
44	0	15964	1	1096015825
62	0	62	0	1096015940
44	0	15965	1	1096015968
13117	1	82	0	1096015995
62	0	62	0	1096016012
82	0	42	0	1096016079
44	0	15952	1	1096016151
42	0	82	0	1096016194
42	0	82	0	1096016225
17	0	8142	1	1096016298
41	0	15181	1	1096016309
52	0	17753	1	1096016353
44	0	15954	1	1096016444
42	0	107	1	1096016609
33	0	12978	1	1096016617
41	0	15181	1	1096016678
44	0	15962	1	1096016683
82	0	13253	1	1096016743
44	0	15967	1	1096016767
47	0	17188	1	1096017180
47	0	17188	1	1096017232
15	0	1311	1	1096017390
47	0	17178	1	1096017733
17189	1	47	0	1096017911
2878	1	7	0	1096018020
52	0	10158	1	1096018152
41	0	15182	1	1096018462
12979	1	33	0	1096018517
44	0	15962	1	1096018621
15182	1	41	0	1096018701
2878	1	7	0	1096018736
12980	1	33	0	1096018825
18	0	8569	1	1096019007
20	0	2657	1	1096019185
41	0	15182	1	1096019298
383	1	4	0	1096019465
2647	1	10	0	1096019467
43	0	107	1	1096019500
43	0	15570	1	1096019563
2657	1	20	0	1096019654
4	0	107	1	1096019702
11139	1	29	0	1096019706
10	0	2647	1	1096019780
8569	1	18	0	1096019845
26	0	9957	1	1096020034
11139	1	29	0	1096020040
4	0	97	1	1096020514
32	0	12634	1	1096020548
31	0	11680	1	1096020735
8	0	8	0	1096021047
66	0	59	0	1096021234
4268	1	12	0	1096021273
10	0	2647	1	1096021312
42	0	15520	1	1096021373
10	0	2647	1	1096021529
10	0	2647	1	1096021618
33	0	12981	1	1096021664
66	0	21679	1	1096021683
88	0	26808	1	1096021759
41	0	15181	1	1096021777
88	0	26821	1	1096021801
88	0	26808	1	1096021822
33	0	12982	1	1096022081
30	0	11293	1	1096022085
11139	1	29	0	1096022191
7	0	3040	1	1096022781
52	0	17750	1	1096022842
86	0	25984	1	1096022853
10	0	2647	1	1096022914
12983	1	33	0	1096022951
82	0	342	1	1096022955
718	1	43	0	1096023001
15185	1	41	0	1096023005
10	0	2647	1	1096023105
10	0	2647	1	1096023244
10	0	2642	1	1096023296
31	0	11726	1	1096023359
10	0	2647	1	1096023448
30	0	11445	1	1096023598
10	0	2647	1	1096023609
7	0	2878	1	1096023800
2642	1	6	0	1096023876
44	0	15951	1	1096024014
44	0	15953	1	1096024062
16	0	7700	1	1096024171
41	0	15186	1	1096024409
2670	1	10	0	1096024826
17178	1	47	0	1096025017
17753	1	52	0	1096025462
25383	1	84	0	1096025703
17782	1	52	0	1096025740
62	0	62	0	1096025807
41	0	15187	1	1096026230
52	0	17753	1	1096026233
47	0	17178	1	1096026300
41	0	15186	1	1096026309
41	0	15186	1	1096026324
6	0	2642	1	1096026389
8	0	3168	1	1096026669
2	0	1121	1	1096026708
18	0	96	1	1096027704
18	0	96	1	1096027795
33	0	12976	1	1096028032
18	0	8570	1	1096028058
33	0	12976	1	1096028067
33	0	35	0	1096028095
52	0	17774	1	1096028121
18	0	8570	1	1096028147
33	0	12976	1	1096028314
52	0	17774	1	1096028568
62	0	3130	1	1096028579
17178	1	47	0	1096028642
41	0	15186	1	1096028739
33	0	12976	1	1096028831
52	0	17774	1	1096028963
3197	1	8	0	1096029106
15190	1	41	0	1096029265
15968	1	44	0	1096029427
15968	1	44	0	1096029506
11155	1	29	0	1096029582
18422	1	54	0	1096029872
7	0	3041	1	1096030083
45	0	96	1	1096030165
84	0	25386	1	1096030263
84	0	10158	1	1096030300
43	0	15818	1	1096030354
21156	1	63	0	1096030380
43	0	15818	1	1096030391
4	0	17	0	1096030508
4	0	17	0	1096030510
16326	1	45	0	1096030905
8	0	3197	1	1096030918
18	0	8504	1	1096031092
25	0	25	0	1096031118
41	0	15186	1	1096031123
41	0	15181	1	1096031209
41	0	41	0	1096031316
3197	1	8	0	1096031372
41	0	15190	1	1096031394
28	0	107	1	1096031435
25157	1	82	0	1096031528
41	0	15181	1	1096031867
25	0	9858	1	1096032257
25	0	9856	1	1096032297
43	0	15570	1	1096032373
25	0	9880	1	1096032390
26	0	10160	1	1096032410
8	0	3177	1	1096032601
11291	1	30	0	1096032653
26	0	10160	1	1096032748
25	0	9860	1	1096032937
14249	1	40	0	1096032943
9862	1	25	0	1096033043
1	0	673	1	1096033152
84	0	25386	1	1096033156
25158	1	82	0	1096033367
82	0	25155	1	1096033493
15520	1	42	0	1096033551
25	0	9931	1	1096033551
14251	1	40	0	1096033651
18	0	96	1	1096033657
6843	1	15	0	1096033707
18	0	96	1	1096033855
6843	1	15	0	1096033935
11139	1	29	0	1096033970
29	0	11156	1	1096034142
14	0	4593	1	1096034178
29	0	11156	1	1096034207
29	0	11156	1	1096034265
29	0	11139	1	1096034302
9932	1	25	0	1096034319
11686	1	31	0	1096034395
25	0	9858	1	1096034493
30	0	11412	1	1096034550
25	0	9858	1	1096034619
14	0	4594	1	1096034626
4594	1	14	0	1096034643
42	0	15511	1	1096034749
12986	1	33	0	1096034779
18	0	8569	1	1096034825
9856	1	25	0	1096034849
15194	1	41	0	1096035001
63	0	12394	1	1096035062
19	0	8853	1	1096035094
29	0	11156	1	1096035148
14	0	4594	1	1096035149
29	0	11139	1	1096035186
29	0	11139	1	1096035201
41	0	15186	1	1096035277
41	0	41	0	1096035348
26	0	10160	1	1096035351
11686	1	31	0	1096035390
41	0	15181	1	1096035433
8569	1	18	0	1096035548
11859	1	31	0	1096035563
52	0	17774	1	1096035646
84	0	25388	1	1096035691
84	0	25386	1	1096035821
16	0	7625	1	1096035919
16	0	7625	1	1096035941
16	0	7700	1	1096036015
82	0	25159	1	1096036114
82	0	12998	1	1096036167
82	0	13253	1	1096036245
82	0	25160	1	1096036290
41	0	15195	1	1096036494
84	0	25389	1	1096036570
33	0	12981	1	1096036581
7	0	2878	1	1096036774
673	1	1	0	1096036915
2878	1	7	0	1096036918
11139	1	29	0	1096036989
52	0	17774	1	1096037032
84	0	10158	1	1096037080
43	0	15825	1	1096037263
86	0	26036	1	1096037325
84	0	10158	1	1096037336
31	0	11860	1	1096037514
31	0	11682	1	1096037593
1	0	673	1	1096037849
1	0	673	1	1096037886
66	0	21679	1	1096037920
7	0	2878	1	1096037996
7	0	2878	1	1096038024
7	0	2926	1	1096038059
1	0	673	1	1096038074
41	0	15195	1	1096038243
1	0	673	1	1096038296
31	0	11690	1	1096038556
11861	1	31	0	1096038597
15818	1	43	0	1096038645
52	0	17753	1	1096038686
31	0	31	0	1096038745
52	0	10158	1	1096038749
31	0	31	0	1096038784
52	0	17753	1	1096038877
52	0	17756	1	1096038910
31	0	339	1	1096039062
17749	1	52	0	1096039077
52	0	17753	1	1096039641
39	0	14074	1	1096039680
2878	1	7	0	1096039711
7	0	2878	1	1096039769
52	0	17756	1	1096040117
5	0	2538	1	1096040153
52	0	17763	1	1096040212
2878	1	7	0	1096040216
52	0	17752	1	1096040258
52	0	17774	1	1096040331
